from_skill,to_skill,relationship_type,source
ReasonML,OCaml,IMPLIES_KNOWING,MTO
Recharts,JavaScript,SUPPORTED_LANGUAGE,MTO
Recoil,JavaScript,SUPPORTED_LANGUAGE,MTO
Redis (with RediSearch module),Redis,IMPLIES_KNOWING,MTO
Redis (with RediSearch module),Redis Enterprise Cloud,IMPLIES_KNOWING,MTO
Redis (with RediSearch module),RedisGraph,IMPLIES_KNOWING,MTO
Redis Enterprise Cloud,Amazon ElastiCache for Redis,IMPLIES_KNOWING,MTO
Redis Enterprise Cloud,Cloud Memorystore,IMPLIES_KNOWING,MTO
Redis Enterprise Cloud,Redis,IMPLIES_KNOWING,MTO
RedisGraph,Cypher (Neo4j),IMPLIES_KNOWING,MTO
RedisGraph,Gremlin,IMPLIES_KNOWING,MTO
RedisGraph,OpenCypher,IMPLIES_KNOWING,MTO
RedisGraph,Redis,IMPLIES_KNOWING,MTO
Redux,JavaScript,SUPPORTED_LANGUAGE,MTO
Redux Form,JavaScript,SUPPORTED_LANGUAGE,MTO
Redux Toolkit,Redux,IMPLIES_KNOWING,MTO
RedwoodJS,CSS,IMPLIES_KNOWING,MTO
RedwoodJS,GraphQL,IMPLIES_KNOWING,MTO
RedwoodJS,HTML,IMPLIES_KNOWING,MTO
RedwoodJS,JavaScript,IMPLIES_KNOWING,MTO
RedwoodJS,PostgreSQL,IMPLIES_KNOWING,MTO
RedwoodJS,React,IMPLIES_KNOWING,MTO
Refit,C#,SUPPORTED_LANGUAGE,MTO
ReinforceJS,JavaScript,SUPPORTED_LANGUAGE,MTO
Relay,JavaScript,SUPPORTED_LANGUAGE,MTO
Remi,Python,SUPPORTED_LANGUAGE,MTO
Repast Simphony,Java,SUPPORTED_LANGUAGE,MTO
Resin,Java,IMPLIES_KNOWING,MTO
Respawn,C#,SUPPORTED_LANGUAGE,MTO
RestSharp,C#,SUPPORTED_LANGUAGE,MTO
Retire.js,JavaScript,SUPPORTED_LANGUAGE,MTO
Retrofit,Java,SUPPORTED_LANGUAGE,MTO
Revel,Go,IMPLIES_KNOWING,MTO
Ring Framework,Clojure,IMPLIES_KNOWING,MTO
Ring Framework,Ring,IMPLIES_KNOWING,MTO
Ring Framework,leiningen,IMPLIES_KNOWING,MTO
Riot.js,CSS,IMPLIES_KNOWING,MTO
Riot.js,HTML,IMPLIES_KNOWING,MTO
Riot.js,JavaScript,IMPLIES_KNOWING,MTO
Rocket,Cargo,IMPLIES_KNOWING,MTO
Rocket,Rust,IMPLIES_KNOWING,MTO
Rockset,Amazon Athena,IMPLIES_KNOWING,MTO
Rockset,Amazon S3 Select,IMPLIES_KNOWING,MTO
Rockset,Firebolt,IMPLIES_KNOWING,MTO
Rockset,SQL,IMPLIES_KNOWING,MTO
Rockset,Snowflake,IMPLIES_KNOWING,MTO
Room Persistence Library,Java,SUPPORTED_LANGUAGE,MTO
Room Persistence Library,Kotlin,SUPPORTED_LANGUAGE,MTO
Rubix ML,PHP,SUPPORTED_LANGUAGE,MTO
Ruby Mail,Ruby,SUPPORTED_LANGUAGE,MTO
Ruby on Rails,Bundler,IMPLIES_KNOWING,MTO
Ruby on Rails,Ruby,IMPLIES_KNOWING,MTO
Ruby on Rails,SQLite,IMPLIES_KNOWING,MTO
Ruby on Rails,rubygems,IMPLIES_KNOWING,MTO
Rubyplot,Ruby,SUPPORTED_LANGUAGE,MTO
Rumale,Ruby,SUPPORTED_LANGUAGE,MTO
RumbleDB,JSONiq,IMPLIES_KNOWING,MTO
Rush,JavaScript,SUPPORTED_LANGUAGE,MTO
RxAndroid,Java,SUPPORTED_LANGUAGE,MTO
RxJS,JavaScript,SUPPORTED_LANGUAGE,MTO
SAP Business Warehouse (SAP BW),MDX (Multidimensional Expressions),IMPLIES_KNOWING,MTO
SAP Business Warehouse (SAP BW),SAP HANA,IMPLIES_KNOWING,MTO
SAP Data Warehouse Cloud,SAP Business Warehouse (SAP BW),IMPLIES_KNOWING,MTO
SAP Data Warehouse Cloud,SQL,IMPLIES_KNOWING,MTO
SAP HANA,SQL,IMPLIES_KNOWING,MTO
SAP HANA Cloud,Cypher (Neo4j),IMPLIES_KNOWING,MTO
SAP HANA Cloud,SAP HANA,IMPLIES_KNOWING,MTO
SAP HANA Cloud,SAP HANA Graph,IMPLIES_KNOWING,MTO
SAP HANA Cloud,SQL,IMPLIES_KNOWING,MTO
SAP HANA Graph,Cypher (Neo4j),IMPLIES_KNOWING,MTO
SAP HANA Graph,OpenCypher,IMPLIES_KNOWING,MTO
SAP HANA Graph,SAP HANA,IMPLIES_KNOWING,MTO
SAP NetWeaver,ABAP,IMPLIES_KNOWING,MTO
SAP NetWeaver,SAP HANA,IMPLIES_KNOWING,MTO
SAP NetWeaver,abap workbench,IMPLIES_KNOWING,MTO
SAP NetWeaver,sap ui5,IMPLIES_KNOWING,MTO
SHAP,Python,SUPPORTED_LANGUAGE,MTO
SPIN (SPARQL Inferencing Notation),SPARQL,IMPLIES_KNOWING,MTO
SQL++,SQL,IMPLIES_KNOWING,MTO
SQLAlchemy,Python,SUPPORTED_LANGUAGE,MTO
SQLDelight,Kotlin,SUPPORTED_LANGUAGE,MTO
SQLite,JavaScript,SUPPORTED_LANGUAGE,MTO
SQLite,LINQ (Language Integrated Query),IMPLIES_KNOWING,MTO
SQLite,SQL,IMPLIES_KNOWING,MTO
SQLite JDBC,Java,SUPPORTED_LANGUAGE,MTO
SQLite-net,C#,SUPPORTED_LANGUAGE,MTO
SQLite.swift,SQLite,IMPLIES_KNOWING,MTO
SQLite.swift,Swift,SUPPORTED_LANGUAGE,MTO
SWR,JavaScript,SUPPORTED_LANGUAGE,MTO
SWT,Java,SUPPORTED_LANGUAGE,MTO
Sails.js,JavaScript,IMPLIES_KNOWING,MTO
Sails.js,Node.js,IMPLIES_KNOWING,MTO
Sails.js,npm,IMPLIES_KNOWING,MTO
Salesforce Apex,Java,IMPLIES_KNOWING,MTO
SaltStack,Python,SUPPORTED_LANGUAGE,MTO
SampledSignals.jl,Julia,SUPPORTED_LANGUAGE,MTO
Sanic,Python,IMPLIES_KNOWING,MTO
Sanic,WebSocket,IMPLIES_KNOWING,MTO
Sanic,asyncio,IMPLIES_KNOWING,MTO
Sanic,pip,IMPLIES_KNOWING,MTO
Sass,CSS,IMPLIES_KNOWING,MTO
Sass,Ruby,SUPPORTED_LANGUAGE,MTO
Saxon XQuery Processor,XPath,IMPLIES_KNOWING,MTO
Saxon XQuery Processor,XQuery,IMPLIES_KNOWING,MTO
Scala,Java,IMPLIES_KNOWING,MTO
Scalatra,Scala,IMPLIES_KNOWING,MTO
Scalatra,sbt,IMPLIES_KNOWING,MTO
Scheme,Lisp,IMPLIES_KNOWING,MTO
SciPy,Python,SUPPORTED_LANGUAGE,MTO
Scikit-learn,Python,SUPPORTED_LANGUAGE,MTO
ScottPlot,C#,SUPPORTED_LANGUAGE,MTO
Scotty,Haskell,IMPLIES_KNOWING,MTO
Scotty,cabal,IMPLIES_KNOWING,MTO
Scylla Cloud,Amazon Keyspaces,IMPLIES_KNOWING,MTO
Scylla Cloud,Apache Cassandra,IMPLIES_KNOWING,MTO
Scylla Cloud,CQL (Cassandra Query Language),IMPLIES_KNOWING,MTO
Scylla Cloud,ScyllaDB,IMPLIES_KNOWING,MTO
ScyllaDB,Apache Cassandra,IMPLIES_KNOWING,MTO
ScyllaDB,CQL (Cassandra Query Language),IMPLIES_KNOWING,MTO
SeRQL (Sesame RDF Query Language),RDQL (RDF Data Query Language),IMPLIES_KNOWING,MTO
SeRQL (Sesame RDF Query Language),RQL (RDF Query Language),IMPLIES_KNOWING,MTO
SeRQL (Sesame RDF Query Language),SPARQL,IMPLIES_KNOWING,MTO
Seaborn,Python,SUPPORTED_LANGUAGE,MTO
Sedna,XPath,IMPLIES_KNOWING,MTO
Sedna,XQuery,IMPLIES_KNOWING,MTO
Segment Analytics,JavaScript,SUPPORTED_LANGUAGE,MTO
Selenide,Java,SUPPORTED_LANGUAGE,MTO
Selenium Grid,Selenium,IMPLIES_KNOWING,MTO
Semantic UI,CSS,IMPLIES_KNOWING,MTO
Semantic UI,HTML,IMPLIES_KNOWING,MTO
Semantic UI,JavaScript,IMPLIES_KNOWING,MTO
Semantic UI,jquery,IMPLIES_KNOWING,MTO
Semantic UI React,JavaScript,SUPPORTED_LANGUAGE,MTO
Semantic UI React,Semantic UI,IMPLIES_KNOWING,MTO
Sencha Touch,JavaScript,IMPLIES_KNOWING,MTO
Sencha Touch,sencha cmd,IMPLIES_KNOWING,MTO
Sentence Transformers,Python,SUPPORTED_LANGUAGE,MTO
Sentry,JavaScript,SUPPORTED_LANGUAGE,MTO
Sequel,Ruby,SUPPORTED_LANGUAGE,MTO
Sequelize,JavaScript,SUPPORTED_LANGUAGE,MTO
Serenity BDD,Java,SUPPORTED_LANGUAGE,MTO
Serverless Framework,JavaScript,SUPPORTED_LANGUAGE,MTO
ServiceStack,C#,IMPLIES_KNOWING,MTO
ServiceStack,Redis,IMPLIES_KNOWING,MTO
ServiceStack,visual studio,IMPLIES_KNOWING,MTO
ServiceStack.OrmLite,C#,SUPPORTED_LANGUAGE,MTO
Shelf,Dart,IMPLIES_KNOWING,MTO
Shiny,C#,SUPPORTED_LANGUAGE,MTO
Shipit,JavaScript,SUPPORTED_LANGUAGE,MTO
Sidekiq,Ruby,SUPPORTED_LANGUAGE,MTO
SignalR,C#,SUPPORTED_LANGUAGE,MTO
SikuliX,Java,SUPPORTED_LANGUAGE,MTO
SimpleForm,Ruby,SUPPORTED_LANGUAGE,MTO
Sinatra,Bundler,IMPLIES_KNOWING,MTO
Sinatra,Ruby,IMPLIES_KNOWING,MTO
Sinatra,rubygems,IMPLIES_KNOWING,MTO
SingleStore Managed Service,MySQL Query Language,IMPLIES_KNOWING,MTO
SingleStore Managed Service,SQL,IMPLIES_KNOWING,MTO
Slim,Composer,IMPLIES_KNOWING,MTO
Slim,PHP,IMPLIES_KNOWING,MTO
Smile,Java,SUPPORTED_LANGUAGE,MTO
SmokeTest,JavaScript,SUPPORTED_LANGUAGE,MTO
Snap,Haskell,IMPLIES_KNOWING,MTO
Snap,cabal,IMPLIES_KNOWING,MTO
SnapKit,Swift,SUPPORTED_LANGUAGE,MTO
SnapshotTesting,Swift,SUPPORTED_LANGUAGE,MTO
Snowflake,Amazon Redshift,IMPLIES_KNOWING,MTO
Snowflake,SQL,IMPLIES_KNOWING,MTO
SoQL (Socrata Query Language),SQL,IMPLIES_KNOWING,MTO
SolidJS,CSS,IMPLIES_KNOWING,MTO
SolidJS,HTML,IMPLIES_KNOWING,MTO
SolidJS,JavaScript,IMPLIES_KNOWING,MTO
SpecFlow,C#,SUPPORTED_LANGUAGE,MTO
Spectre.css,CSS,IMPLIES_KNOWING,MTO
Spectre.css,HTML,IMPLIES_KNOWING,MTO
Spock,Haskell,IMPLIES_KNOWING,MTO
Spock,cabal,IMPLIES_KNOWING,MTO
Spring Boot,Gradle,IMPLIES_KNOWING,MTO
Spring Boot,Java,IMPLIES_KNOWING,MTO
Spring Boot,Kotlin,IMPLIES_KNOWING,MTO
Spring Boot,Spring Framework,IMPLIES_KNOWING,MTO
Spring Boot Actuator,Java,IMPLIES_KNOWING,MTO
Spring Boot Actuator,Spring Boot,IMPLIES_KNOWING,MTO
Spring Cloud,Java,IMPLIES_KNOWING,MTO
Spring Cloud,Spring Boot,IMPLIES_KNOWING,MTO
Spring Cloud,Spring Framework,IMPLIES_KNOWING,MTO
Spring Cloud Config,Java,SUPPORTED_LANGUAGE,MTO
Spring Cloud Vault,Java,SUPPORTED_LANGUAGE,MTO
Spring Framework,Gradle,IMPLIES_KNOWING,MTO
Spring Framework,Java,IMPLIES_KNOWING,MTO
Spring Roo,Java,SUPPORTED_LANGUAGE,MTO
Stacks Blockchain Tools,Clarity,IMPLIES_KNOWING,MTO
Stacks Blockchain Tools,bitcoin,IMPLIES_KNOWING,MTO
Stacks Blockchain Tools,stacks cli,IMPLIES_KNOWING,MTO
StarRocks Cloud,MySQL Query Language,IMPLIES_KNOWING,MTO
StarRocks Cloud,SQL,IMPLIES_KNOWING,MTO
Stardog,SPARQL,IMPLIES_KNOWING,MTO
Starscream,Swift,SUPPORTED_LANGUAGE,MTO
Statrs,Rust,SUPPORTED_LANGUAGE,MTO
StatsModels.jl,Julia,SUPPORTED_LANGUAGE,MTO
Statsample,Ruby,SUPPORTED_LANGUAGE,MTO
Stencil,Swift,SUPPORTED_LANGUAGE,MTO
Stetho,Java,SUPPORTED_LANGUAGE,MTO
Stimulus,CSS,IMPLIES_KNOWING,MTO
Stimulus,HTML,IMPLIES_KNOWING,MTO
Stimulus,JavaScript,IMPLIES_KNOWING,MTO
Storybook,JavaScript,SUPPORTED_LANGUAGE,MTO
Stripe Android SDK,Java,SUPPORTED_LANGUAGE,MTO
Stripe Android SDK,Kotlin,SUPPORTED_LANGUAGE,MTO
Stripe React Native,JavaScript,SUPPORTED_LANGUAGE,MTO
Stripe iOS,Swift,SUPPORTED_LANGUAGE,MTO
Stripe.js,JavaScript,SUPPORTED_LANGUAGE,MTO
Stripe.net,C#,SUPPORTED_LANGUAGE,MTO
Stryker,JavaScript,SUPPORTED_LANGUAGE,MTO
Styled Components,JavaScript,SUPPORTED_LANGUAGE,MTO
Suave,F#,IMPLIES_KNOWING,MTO
Suave,nuget,IMPLIES_KNOWING,MTO
Suave,visual studio,IMPLIES_KNOWING,MTO
Substance,Java,SUPPORTED_LANGUAGE,MTO
Surge,Swift,SUPPORTED_LANGUAGE,MTO
SurrealDB Cloud,SQL,IMPLIES_KNOWING,MTO
Svelte,CSS,IMPLIES_KNOWING,MTO
Svelte,HTML,IMPLIES_KNOWING,MTO
Svelte,JavaScript,IMPLIES_KNOWING,MTO
Svelte,SvelteKit,IMPLIES_KNOWING,MTO
Svelte,rollup,IMPLIES_KNOWING,MTO
Svelte Routing,JavaScript,SUPPORTED_LANGUAGE,MTO
SvelteKit,CSS,IMPLIES_KNOWING,MTO
SvelteKit,HTML,IMPLIES_KNOWING,MTO
SvelteKit,JavaScript,IMPLIES_KNOWING,MTO
SvelteKit,Svelte,IMPLIES_KNOWING,MTO
SvelteKit,rollup,IMPLIES_KNOWING,MTO
Swift Cache,Swift,SUPPORTED_LANGUAGE,MTO
Swift Numerics,Swift,SUPPORTED_LANGUAGE,MTO
Swift Package Manager,Swift,SUPPORTED_LANGUAGE,MTO
SwiftBench,Swift,SUPPORTED_LANGUAGE,MTO
SwiftCron,Swift,SUPPORTED_LANGUAGE,MTO
SwiftDBTesting,Swift,SUPPORTED_LANGUAGE,MTO
SwiftForms,Swift,SUPPORTED_LANGUAGE,MTO
SwiftKueryPostgreSQL,PostgreSQL,IMPLIES_KNOWING,MTO
SwiftKueryPostgreSQL,Swift,SUPPORTED_LANGUAGE,MTO
SwiftLocation,Swift,SUPPORTED_LANGUAGE,MTO
SwiftLog,Swift,SUPPORTED_LANGUAGE,MTO
SwiftMQ,Swift,SUPPORTED_LANGUAGE,MTO
SwiftMiddleware,Swift,SUPPORTED_LANGUAGE,MTO
SwiftQueue,Swift,SUPPORTED_LANGUAGE,MTO
SwiftUI,Swift,IMPLIES_KNOWING,MTO
SwiftUI,Swift Package Manager,IMPLIES_KNOWING,MTO
SwiftUI,Xcode,IMPLIES_KNOWING,MTO
SwiftUI,cocoapods,IMPLIES_KNOWING,MTO
SwiftUIX,Swift,SUPPORTED_LANGUAGE,MTO
SwiftySecurity,Swift,SUPPORTED_LANGUAGE,MTO
Swing,Java,SUPPORTED_LANGUAGE,MTO
SwingX,Java,SUPPORTED_LANGUAGE,MTO
Sybase ASE,Microsoft SQL Server,IMPLIES_KNOWING,MTO
Sybase ASE,SQL,IMPLIES_KNOWING,MTO
Sycamore,Rust,SUPPORTED_LANGUAGE,MTO
Symfony,Composer,IMPLIES_KNOWING,MTO
Symfony,Doctrine ORM,IMPLIES_KNOWING,MTO
Symfony,PHP,IMPLIES_KNOWING,MTO
Symfony Console,PHP,SUPPORTED_LANGUAGE,MTO
Synaptic,JavaScript,SUPPORTED_LANGUAGE,MTO
Syncfusion Essential JS 2,JavaScript,IMPLIES_KNOWING,MTO
Syncfusion Essential JS 2,TypeScript,IMPLIES_KNOWING,MTO
Syncfusion Essential Studio for Xamarin,C#,SUPPORTED_LANGUAGE,MTO
T-SQL,SQL,IMPLIES_KNOWING,MTO
TPOT,Python,SUPPORTED_LANGUAGE,MTO
TRL,Python,SUPPORTED_LANGUAGE,MTO
Tablesaw,Java,SUPPORTED_LANGUAGE,MTO
Tailwind CSS,CSS,IMPLIES_KNOWING,MTO
Tailwind CSS,JavaScript,SUPPORTED_LANGUAGE,MTO
Tailwind CSS,Node.js,IMPLIES_KNOWING,MTO
Tailwind CSS,npm,IMPLIES_KNOWING,MTO
Tailwind CSS,postcss,IMPLIES_KNOWING,MTO
Tantivy,Rust,SUPPORTED_LANGUAGE,MTO
TarsosDSP,Java,SUPPORTED_LANGUAGE,MTO
Tavern,Python,SUPPORTED_LANGUAGE,MTO
Tcl Web Server,Tcl,IMPLIES_KNOWING,MTO
Telerik UI for Xamarin,C#,SUPPORTED_LANGUAGE,MTO
Tenacity,Python,SUPPORTED_LANGUAGE,MTO
Tencent Cloud Database Services,SQL,IMPLIES_KNOWING,MTO
TensorFlow,Python,SUPPORTED_LANGUAGE,MTO
TensorFlow Java,Java,SUPPORTED_LANGUAGE,MTO
TensorFlow Swift,Swift,SUPPORTED_LANGUAGE,MTO
TensorFlow.js,JavaScript,SUPPORTED_LANGUAGE,MTO
Tera,Rust,SUPPORTED_LANGUAGE,MTO
Teradata,SQL,IMPLIES_KNOWING,MTO
TestCafe,JavaScript,SUPPORTED_LANGUAGE,MTO
TestFX,Java,SUPPORTED_LANGUAGE,MTO
TestNG,Java,SUPPORTED_LANGUAGE,MTO
TestProject,JavaScript,SUPPORTED_LANGUAGE,MTO
TestStack.White,C#,SUPPORTED_LANGUAGE,MTO
Testim,JavaScript,SUPPORTED_LANGUAGE,MTO
TextAnalysis.jl,Julia,SUPPORTED_LANGUAGE,MTO
TextBlob,Python,SUPPORTED_LANGUAGE,MTO
Thymeleaf,Java,SUPPORTED_LANGUAGE,MTO
TiDB Cloud,MariaDB SkySQL,IMPLIES_KNOWING,MTO
TiDB Cloud,MySQL,IMPLIES_KNOWING,MTO
TiDB Cloud,MySQL Query Language,IMPLIES_KNOWING,MTO
TiDB Cloud,PlanetScale,IMPLIES_KNOWING,MTO
TiDB Cloud,SQL,IMPLIES_KNOWING,MTO
Tide,Cargo,IMPLIES_KNOWING,MTO
Tide,Rust,IMPLIES_KNOWING,MTO
TigerGraph,GSQL (TigerGraph),IMPLIES_KNOWING,MTO
TigerGraph Cloud,GSQL (TigerGraph),IMPLIES_KNOWING,MTO
TigerGraph Cloud,TigerGraph,IMPLIES_KNOWING,MTO
Tilt,Ruby,SUPPORTED_LANGUAGE,MTO
Timber,Java,SUPPORTED_LANGUAGE,MTO
TimeSeries.jl,Julia,SUPPORTED_LANGUAGE,MTO
Timescale Cloud,PostgreSQL,IMPLIES_KNOWING,MTO
Timescale Cloud,PostgreSQL SQL,IMPLIES_KNOWING,MTO
Timescale Cloud,SQL,IMPLIES_KNOWING,MTO
Timescale Cloud,TimescaleDB,IMPLIES_KNOWING,MTO
TimescaleDB,PostgreSQL,IMPLIES_KNOWING,MTO
TimescaleDB,PostgreSQL SQL,IMPLIES_KNOWING,MTO
Timing Framework,Java,SUPPORTED_LANGUAGE,MTO
TopBraid Composer,SPIN (SPARQL Inferencing Notation),IMPLIES_KNOWING,MTO
Tornado,Python,IMPLIES_KNOWING,MTO
Tornado,WebSocket,IMPLIES_KNOWING,MTO
Tornado,asyncio,IMPLIES_KNOWING,MTO
Tornado,pip,IMPLIES_KNOWING,MTO
Total.js,JavaScript,IMPLIES_KNOWING,MTO
Total.js,Node.js,IMPLIES_KNOWING,MTO
Total.js,WebSocket,IMPLIES_KNOWING,MTO
Total.js,npm,IMPLIES_KNOWING,MTO
Tower,Ansible,IMPLIES_KNOWING,MTO
Transitionals,C#,SUPPORTED_LANGUAGE,MTO
Tribuo,Java,SUPPORTED_LANGUAGE,MTO
Trident,Java,SUPPORTED_LANGUAGE,MTO
Truffle,Solidity,IMPLIES_KNOWING,MTO
Truffle,Vyper,IMPLIES_KNOWING,MTO
Truffle,ganache,IMPLIES_KNOWING,MTO
Twig,PHP,SUPPORTED_LANGUAGE,MTO
TypeGraphQL,GraphQL,IMPLIES_KNOWING,MTO
TypeORM,JavaScript,SUPPORTED_LANGUAGE,MTO
TypeScript,JavaScript,IMPLIES_KNOWING,MTO
UBJSON,JSON,IMPLIES_KNOWING,MTO
UI Automator,Java,SUPPORTED_LANGUAGE,MTO
UI Kitten,JavaScript,IMPLIES_KNOWING,MTO
UI Kitten,React Native,IMPLIES_KNOWING,MTO
UIkit,CSS,IMPLIES_KNOWING,MTO
UIkit,HTML,IMPLIES_KNOWING,MTO
UIkit,JavaScript,IMPLIES_KNOWING,MTO
URLNavigator,Swift,SUPPORTED_LANGUAGE,MTO
Ufront,Haxe,IMPLIES_KNOWING,MTO
Ufront,haxelib,IMPLIES_KNOWING,MTO
Unfolding Maps,Java,SUPPORTED_LANGUAGE,MTO
Unicorn,Ruby,IMPLIES_KNOWING,MTO
Unirest Java,Java,SUPPORTED_LANGUAGE,MTO
Unity,C#,IMPLIES_KNOWING,MTO
Unity,visual studio,IMPLIES_KNOWING,MTO
VB.NET,Visual Basic,IMPLIES_KNOWING,MTO
VCRpy,Python,SUPPORTED_LANGUAGE,MTO
Vaadin,CSS,IMPLIES_KNOWING,MTO
Vaadin,HTML,IMPLIES_KNOWING,MTO
Vaadin,Java,IMPLIES_KNOWING,MTO
Vaex,Python,SUPPORTED_LANGUAGE,MTO
Vala,C,IMPLIES_KNOWING,MTO
Vald,GraphQL,IMPLIES_KNOWING,MTO
ValidatorFX,Java,SUPPORTED_LANGUAGE,MTO
Vanilla Extract,JavaScript,SUPPORTED_LANGUAGE,MTO
Vanity,Ruby,SUPPORTED_LANGUAGE,MTO
Vant,JavaScript,IMPLIES_KNOWING,MTO
Vant,Vue.js,IMPLIES_KNOWING,MTO
Vapor,Swift,IMPLIES_KNOWING,MTO
Vapor,Xcode,IMPLIES_KNOWING,MTO
Velocity.js,JavaScript,SUPPORTED_LANGUAGE,MTO
Vercel AI SDK,JavaScript,SUPPORTED_LANGUAGE,MTO
Versant Object Database,OQL (Object Query Language),IMPLIES_KNOWING,MTO
Vert.x,Gradle,IMPLIES_KNOWING,MTO
Vert.x,Java,IMPLIES_KNOWING,MTO
Vert.x,Kotlin,IMPLIES_KNOWING,MTO
Vertica Accelerator,SQL,IMPLIES_KNOWING,MTO
Vibe.d,D,IMPLIES_KNOWING,MTO
Vibe.d,dub,IMPLIES_KNOWING,MTO
Victory,JavaScript,SUPPORTED_LANGUAGE,MTO
VideoIO.jl,Julia,SUPPORTED_LANGUAGE,MTO
ViewComponent,Ruby,SUPPORTED_LANGUAGE,MTO
Visx,JavaScript,SUPPORTED_LANGUAGE,MTO
Volley,Java,SUPPORTED_LANGUAGE,MTO
VoltDB,SQL,IMPLIES_KNOWING,MTO
Vue Router,JavaScript,SUPPORTED_LANGUAGE,MTO
Vue Test Utils,JavaScript,SUPPORTED_LANGUAGE,MTO
Vue.js,CSS,IMPLIES_KNOWING,MTO
Vue.js,HTML,IMPLIES_KNOWING,MTO
Vue.js,JavaScript,IMPLIES_KNOWING,MTO
Vue.js,Vue Router,IMPLIES_KNOWING,MTO
Vue.js,Vuex,IMPLIES_KNOWING,MTO
Vuelidate,JavaScript,SUPPORTED_LANGUAGE,MTO
Vuetify,CSS,IMPLIES_KNOWING,MTO
Vuetify,HTML,IMPLIES_KNOWING,MTO
Vuetify,JavaScript,IMPLIES_KNOWING,MTO
Vuetify,JavaScript,SUPPORTED_LANGUAGE,MTO
Vuetify,Vue.js,IMPLIES_KNOWING,MTO
Vuex,JavaScript,SUPPORTED_LANGUAGE,MTO
WTForms,Python,SUPPORTED_LANGUAGE,MTO
Wallaby.js,JavaScript,SUPPORTED_LANGUAGE,MTO
Warp,Cargo,IMPLIES_KNOWING,MTO
Warp,Rust,IMPLIES_KNOWING,MTO
Warp,tokio,IMPLIES_KNOWING,MTO
Warp webserver,Haskell,IMPLIES_KNOWING,MTO
WatermelonDB,JavaScript,SUPPORTED_LANGUAGE,MTO
Weaviate,GraphQL,IMPLIES_KNOWING,MTO
WebMock,Ruby,SUPPORTED_LANGUAGE,MTO
WebSharper,F#,IMPLIES_KNOWING,MTO
WebSharper,visual studio,IMPLIES_KNOWING,MTO
WebdriverIO,JavaScript,SUPPORTED_LANGUAGE,MTO
Webpack,JavaScript,SUPPORTED_LANGUAGE,MTO
Weex,JavaScript,IMPLIES_KNOWING,MTO
Weights & Biases,Python,SUPPORTED_LANGUAGE,MTO
Weka,Java,SUPPORTED_LANGUAGE,MTO
WhiteNoise,Python,SUPPORTED_LANGUAGE,MTO
Whoosh,Python,SUPPORTED_LANGUAGE,MTO
Wijmo,JavaScript,IMPLIES_KNOWING,MTO
Wijmo,TypeScript,IMPLIES_KNOWING,MTO
Wijmo,jquery,IMPLIES_KNOWING,MTO
Wraith,Ruby,SUPPORTED_LANGUAGE,MTO
Wt,C++,IMPLIES_KNOWING,MTO
XCUITest,Swift,SUPPORTED_LANGUAGE,MTO
XChart,Java,SUPPORTED_LANGUAGE,MTO
XState,JavaScript,SUPPORTED_LANGUAGE,MTO
Xamarin,C#,IMPLIES_KNOWING,MTO
Xamarin,nuget,IMPLIES_KNOWING,MTO
Xamarin,visual studio,IMPLIES_KNOWING,MTO
Xamarin.Auth,C#,SUPPORTED_LANGUAGE,MTO
Xamarin.Essentials,C#,SUPPORTED_LANGUAGE,MTO
Xamarin.UITest,C#,SUPPORTED_LANGUAGE,MTO
Xceed.Wpf.Toolkit,C#,SUPPORTED_LANGUAGE,MTO
Xuggler,Java,SUPPORTED_LANGUAGE,MTO
Yarn,JavaScript,SUPPORTED_LANGUAGE,MTO
Yaws,Erlang,IMPLIES_KNOWING,MTO
Yesod,Haskell,IMPLIES_KNOWING,MTO
Yesod,cabal,IMPLIES_KNOWING,MTO
Yii,Composer,IMPLIES_KNOWING,MTO
Yii,MySQL,IMPLIES_KNOWING,MTO
Yii,PHP,IMPLIES_KNOWING,MTO
Yjs,JavaScript,IMPLIES_KNOWING,MTO
YugabyteDB Managed,CockroachDB Cloud,IMPLIES_KNOWING,MTO
YugabyteDB Managed,PostgreSQL,IMPLIES_KNOWING,MTO
YugabyteDB Managed,PostgreSQL SQL,IMPLIES_KNOWING,MTO
YugabyteDB Managed,SQL,IMPLIES_KNOWING,MTO
Zewo,Swift,IMPLIES_KNOWING,MTO
Zewo,Xcode,IMPLIES_KNOWING,MTO
Zustand,JavaScript,SUPPORTED_LANGUAGE,MTO
Zuul,Java,IMPLIES_KNOWING,MTO
Zuul,Spring Cloud,IMPLIES_KNOWING,MTO
a11y Ruby,Ruby,SUPPORTED_LANGUAGE,MTO
agenda,JavaScript,SUPPORTED_LANGUAGE,MTO
aiohttp,Python,IMPLIES_KNOWING,MTO
aiohttp,WebSocket,IMPLIES_KNOWING,MTO
aiohttp,asyncio,IMPLIES_KNOWING,MTO
aiohttp,pip,IMPLIES_KNOWING,MTO
allure-pytest,Python,SUPPORTED_LANGUAGE,MTO
altair,Python,SUPPORTED_LANGUAGE,MTO
amqplib,JavaScript,SUPPORTED_LANGUAGE,MTO
argon2-cffi,Python,SUPPORTED_LANGUAGE,MTO
artillery,JavaScript,SUPPORTED_LANGUAGE,MTO
assert_cmd,Rust,SUPPORTED_LANGUAGE,MTO
autocannon,JavaScript,SUPPORTED_LANGUAGE,MTO
